UniqueID,County,Location,PatronName,Patron,TroupeName,PerformerType,VenueName,VenueType,EventType,FromDate,FromDate,ToDate,Auspices,PerformanceSpace,County Population,LatLong,,,,,,
511,Warwickshire,Coventry,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1589,1589-11-1,1590-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
512,Wiltshire,Marlborough,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,11/15/1583,1583-11-15,1584-11-15,,,95861,"51.420073,-1.727062",,,,,,
513,Worcestershire,Worcester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/29/1586,1586-9-29,1587-9-28,,,51739,"52.193636,-2.221575",,,,,,
514,Worcestershire,Worcester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Town Hall,Town Hall,Performance,9/29/1587,1587-9-29,1588-9-28,,,51739,"52.193636,-2.221575",,,,,,
515,Yorkshire,York,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Guildhall,Performance,8/1/1584,1584-8-1,1584-8-28,Civic,Hall,353483,"53.959965,-1.087298",,,,,,
516,Yorkshire,York,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Guildhall,Performance,9/9/1587,1587-9-9,1587-9-9,Civic,Hall,353483,"53.959965,-1.087298",,,,,,
517,Yorkshire,York,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Guildhall,Performance,6/7/1584,1584-6-7,1584-11-10,Ecclesiastic,Hall,353483,"53.959965,-1.087298",,,,,,
518,Yorkshire,York,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,Common Hall,Town Hall,Performance,11/11/1583,1583-11-11,1584-11-11,,,353483,"53.959965,-1.087298",,,,,,
519,Gloucestershire,Gloucester,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Puppet Players,Puppet Players,Boothall,Town Hall,Performance,12/7/1582,1582-12-7,1582-12-7,Civic,,106828,"51.864245,-2.238156",,,,,,
520,Gloucestershire,Bristol,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Tumblers,Tumblers,Guildhall,Guildhall,Performance,8/16/1588,1588-8-16,1588-8-16,Civic,Hall,106828,"51.454513,-2.58791",,,,,,
521,Gloucestershire,Bristol,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Tumblers,Tumblers,St Bartholomew's School,School,Performance,8/2/1590,1590-8-2,1590-8-8,Civic,,106828,"51.454513,-2.58791",,,,,,
522,Shropshire,Shrewsbury,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Tumblers,Tumblers,Marketplace,Marketplace,Performance,7/24/1590,1590-7-24,1590-7-24,Civic,Scaffold in Cornmarkert,85677,"52.707303,-2.755327",,,,,,
523,Somerset,Bath,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Tumblers,Tumblers,Guildhall,Guildhall,Performance,8/14/1588,1588-8-14,1589-6-20,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
524,Lancashire,Smithills,Edmund Trafford (1526-1590),Edmund Trafford,Sir Edmund Trafford's Musicians,Musicians,Smithills Hall,Private Residence,Performance,10/15/1586,1586-10-15,1586-10-24,Domestic,Hall,232654,"53.612167,-2.484249",,,,,,
525,Lancashire,Smithills,Edmund Trafford (1526-1590),Edmund Trafford,Sir Edmund Trafford's Musicians,Musicians,Smithills Hall,Private Residence,Performance,4/16/1587,1587-4-16,1587-4-18,Domestic,Hall,232654,"53.612167,-2.484249",,,,,,
526,Warwickshire,Coventry,George Hastings (1540-1604),George Hastings,Sir George Hastings Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1584,1584-11-1,1585-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
527,Warwickshire,Coventry,George Hastings (1540-1604),George Hastings,Sir George Hastings Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1587,1587-11-1,1588-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
528,Somerset,Bath,Henry Radcliffe (1533-1593),Henry Radcliffe,Sir Harry Radcliffe's Players,Players,Guildhall,Guildhall,Performance,6/15/1586,1586-6-15,1587-4-1,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
529,Lancashire,Smithills,Piers Legh (1514-1589),Piers Legh,Sir Peter Legh,Players,Smithills Hall,Private Residence,Performance,10/7/1588,1588-10-7,1588-10-13,Domestic,Hall,232654,"53.612167,-2.484249",,,,,,
530,Lancashire,Smithills,Piers Legh (1514-1589),Piers Legh,Sir Peter Legh's Musicians,Musicians,Smithills Hall,Private Residence,Performance,1/20/1584,1584-1-20,1584-1-24,Domestic,Hall,232654,"53.612167,-2.484249",,,,,,
531,Devon,Barnstaple,Robert Denys (1530-1592),Robert Denys,Sir Robert Denys' Musicians,Musicians,Guildhall (2),Guildhall,Performance,9/29/1584,1584-9-29,1585-9-28,Civic,Hall,239662,"51.07816,-4.058338",,,,,,
532,Warwickshire,Coventry,Thomas Derby (-1589),Thomas Derby,Sir Thomas Derby's Musician,Musician,St Mary's Guildhall,Guildhall,Performance,11/1/1584,1584-11-1,1585-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
533,Warwickshire,Coventry,Thomas Lucy (1532-1600),Thomas Lucy,Sir Thomas Lucy's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1583,1583-11-1,1584-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
534,Warwickshire,Coventry,Thomas Stanhope (1540-1596),Thomas Stanhope,Sir Thomas Stanhope's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1585,1585-11-1,1586-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
535,Warwickshire,Coventry,Thomas Stanhope (1540-1596),Thomas Stanhope,Sir Thomas Stanhope's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1582,1582-11-1,1583-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
536,Norfolk,Norwich,Thomas Cecil (1542-1623),Thomas Cecil,Sir Tomas Cecil's Players,Players,Common Hall,Town Hall,Performance,9/29/1586,1586-9-29,1587-9-28,Civic,Hall,140581,"52.630886,1.297355",,,,,,
537,Norfolk,Norwich,Thomas Cecil (1542-1623),Thomas Cecil,Sir Tomas Cecil's Players,Players,Common Hall,Town Hall,Performance,9/29/1587,1587-9-29,1588-9-28,Civic,Hall,140581,"52.630886,1.297355",,,,,,
538,Warwickshire,Coventry,Robert Devereux (1565-1601),Robert Devereux,,Man,St Mary's Guildhall,Guildhall,Performance,11/1/1588,1588-11-1,1589-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
1,Norfolk,Norwich,Phillip Howard (1557-1595),Phillip Howard,Earl of Arundel's Players,Players,Common Hall,Town Hall,Performance,9/29/1585,1585-9-29,1586-9-28,Civic,Hall,140581,"52.630886,1.297355",,,,,,
2,Norfolk,Norwich,Phillip Howard (1557-1595),Phillip Howard,Earl of Arundel's Players,Players,Common Hall,Town Hall,Performance,7/22/1584,1584-7-22,1584-7-22,Civic,Hall,140581,"52.630886,1.297355",,,,,,
3,Devon,Exeter,Earl of Cumberland,George Clifford,Earl of Cumberland's Waits,Waits,Guildhall,Guildhall,Performance,9/29/1581,1581-9-29,1582-9-28,Civic,Hall,239662,"50.718412,-3.533899",,,,,,
509,Warwickshire,Coventry,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,St Mary's Guildhall,Guildhall,Performance,9/1/1587,1587-9-1,1587-9-30,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
4,Shropshire,Shrewsbury,Henry Stanley (1531-1593),Henry Stanley,Earl of Derby's Musicians,Musicians,Booth Hall,Town Hall,Performance,9/29/1590,1590-9-29,1591-9-28,Civic,Hall,85677,"52.707303,-2.755327",,,,,,
499,Sussex,Rye,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,9/29/1586,1586-9-29,1586-9-29,,,101245,"50.949708,0.73726",,,,,,
510,Warwickshire,Coventry,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1587,1587-11-1,1588-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
5,Devon,Exeter,Henry Stanley (1531-1593),Henry Stanley,Earl of Derby's Players,Players,Guildhall,Guildhall,Performance,4/17/1580,1580-4-17,1580-4-17,Civic,Hall,239662,"50.718412,-3.533899",,,,,,
500,Sussex,Rye,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,8/12/1587,1587-8-12,1587-8-12,,,101245,"50.949708,0.73726",,,,,,
6,Devon,Exeter,Henry Stanley (1531-1593),Henry Stanley,Earl of Derby's Players,Players,Guildhall,Guildhall,Performance,9/29/1580,1580-9-29,1581-9-28,Civic,Hall,239662,"50.718412,-3.533899",,,,,,
501,Sussex,Rye,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,4/10/1588,1588-4-10,1588-4-10,,,101245,"50.949708,0.73726",,,,,,
7,Lancashire,Liverpool,Henry Stanley (1531-1593),Henry Stanley,Earl of Derby's Players,Players,Town Hall,Town Hall,Performance,10/18/1582,1582-10-18,1583-10-17,Civic,,232654,"53.408371,-2.991573",,,,,,
502,Sussex,Rye,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,2/17/1589,1589-2-17,1589-2-17,,,101245,"50.949708,0.73726",,,,,,
8,Norfolk,Norwich,Henry Stanley (1531-1593),Henry Stanley,Earl of Derby's Players,Players,Common Hall,Town Hall,Performance,9/29/1581,1581-9-29,1582-9-28,Civic,Hall,140581,"52.630886,1.297355",,,,,,
503,Sussex,Rye,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,8/25/1589,1589-8-25,1589-8-25,,,101245,"50.949708,0.73726",,,,,,
504,Sussex,Rye,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,unknown,unknown,Performance,8/25/1590,1590-8-25,1590-8-25,,,101245,"50.949708,0.73726",,,,,,
505,Warwickshire,Coventry,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,St Mary's Guildhall,Guildhall,Performance,9/1/1587,1587-9-1,1587-9-30,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
506,Warwickshire,Coventry,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1588,1588-11-1,1589-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
507,Warwickshire,Coventry,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1588,1588-11-1,1589-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
508,Warwickshire,Coventry,Queen Elizabeth I (1533-1603),Queen Elizabeth,Queen's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1585,1585-11-1,1586-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
